ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920021.BJ,20240102,5.7,5.97,5.63,5.97,5.73,0.24,4.1885,369127.33,213887.04
920021.BJ,20240103,5.81,6.28,5.78,6.2,5.97,0.23,3.8526,399349.48,243012.669
920021.BJ,20240104,6.15,6.16,5.89,6.05,6.2,-0.15,-2.4194,236869.13,142586.813
920021.BJ,20240105,6.04,6.07,5.54,5.58,6.05,-0.47,-7.7686,228500.61,130969.11
920021.BJ,20240108,5.6,5.68,5.19,5.2,5.58,-0.38,-6.81,148398.64,80287.812
920021.BJ,20240109,5.2,5.3,4.91,5.0,5.2,-0.2,-3.8462,156445.06,79273.851
920021.BJ,20240110,5.04,5.13,4.82,5.03,5.0,0.03,0.6,104520.99,52199.173
920021.BJ,20240111,5.01,5.12,4.9,5.07,5.03,0.04,0.7952,96494.8,48713.345
920021.BJ,20240112,5.06,5.12,4.52,4.55,5.07,-0.52,-10.2564,167066.59,80099.471
920021.BJ,20240115,4.55,4.58,4.2,4.25,4.55,-0.3,-6.5934,106878.11,46623.57
920021.BJ,20240116,4.31,4.6,4.06,4.56,4.25,0.31,7.2941,204047.25,88980.851
920021.BJ,20240117,4.41,4.72,4.41,4.52,4.56,-0.04,-0.8772,157077.3,71942.484
920021.BJ,20240118,4.52,4.65,4.39,4.61,4.52,0.09,1.9912,137338.73,62578.153
920021.BJ,20240119,4.68,5.48,4.65,5.2,4.61,0.59,12.7983,385091.85,196895.511
920021.BJ,20240122,5.0,5.1,4.8,4.9,5.2,-0.3,-5.7692,235707.04,116608.007
920021.BJ,20240123,4.82,5.13,4.81,5.03,4.9,0.13,2.6531,172410.18,86024.863
920021.BJ,20240124,4.99,5.1,4.75,4.9,5.03,-0.13,-2.5845,158651.62,77569.919
920021.BJ,20240125,4.9,5.03,4.68,4.84,4.9,-0.06,-1.2245,158405.46,77327.8
920021.BJ,20240126,4.93,5.12,4.87,4.91,4.84,0.07,1.4463,201336.14,100821.746
920021.BJ,20240129,4.8,4.84,4.28,4.28,4.91,-0.63,-12.831,154922.19,70423.231
920021.BJ,20240130,4.26,4.48,4.1,4.37,4.28,0.09,2.1028,99851.73,42868.068
920021.BJ,20240131,4.3,5.15,4.3,4.85,4.37,0.48,10.984,325706.5,156350.151
920021.BJ,20240201,4.58,4.75,4.41,4.48,4.85,-0.37,-7.6289,209555.85,95449.555
920021.BJ,20240202,4.45,4.78,4.22,4.45,4.48,-0.03,-0.6696,218216.55,99595.705
920021.BJ,20240205,4.36,4.37,3.75,4.03,4.45,-0.42,-9.4382,164644.66,67678.696
920021.BJ,20240206,4.06,4.36,3.92,4.34,4.03,0.31,7.6923,139990.23,59155.357
920021.BJ,20240207,4.35,4.54,4.0,4.12,4.34,-0.22,-5.0691,162932.11,70791.664
920021.BJ,20240208,4.23,4.27,3.91,4.21,4.12,0.09,2.1845,124176.88,50774.919
920021.BJ,20240219,4.45,4.64,4.36,4.56,4.21,0.35,8.3135,186866.55,84406.062
920021.BJ,20240220,4.55,5.12,4.42,4.78,4.56,0.22,4.8246,294263.01,140444.558
920021.BJ,20240221,4.61,4.86,4.56,4.67,4.78,-0.11,-2.3013,236991.02,111503.821
920021.BJ,20240222,4.59,4.78,4.59,4.68,4.67,0.01,0.2141,134144.48,62547.399
920021.BJ,20240223,4.66,4.94,4.63,4.75,4.68,0.07,1.4957,199301.8,95403.069
920021.BJ,20240226,4.73,4.73,4.53,4.67,4.75,-0.08,-1.6842,147849.74,68316.644
920021.BJ,20240227,4.63,4.87,4.56,4.83,4.67,0.16,3.4261,227877.54,108678.009
920021.BJ,20240228,4.9,5.08,4.61,4.61,4.83,-0.22,-4.5549,267022.61,130314.27
920021.BJ,20240229,4.63,4.88,4.62,4.79,4.61,0.18,3.9046,190134.29,90521.704
920021.BJ,20240301,4.7,4.81,4.7,4.76,4.79,-0.03,-0.6263,145100.25,68977.286
920021.BJ,20240304,4.66,4.78,4.54,4.62,4.76,-0.14,-2.9412,126755.22,58583.034
920021.BJ,20240305,4.66,4.76,4.54,4.55,4.62,-0.07,-1.5152,132097.01,61588.324
920021.BJ,20240306,4.45,4.65,4.45,4.5,4.55,-0.05,-1.0989,110444.75,50289.616
920021.BJ,20240307,4.49,4.56,4.3,4.33,4.5,-0.17,-3.7778,131999.47,58166.5
920021.BJ,20240308,4.33,4.39,4.21,4.3,4.33,-0.03,-0.6928,80266.96,34350.971
920021.BJ,20240311,4.33,4.38,4.21,4.33,4.3,0.03,0.6977,72767.49,31335.284
920021.BJ,20240312,4.33,4.48,4.3,4.41,4.33,0.08,1.8476,105959.23,46780.951
920021.BJ,20240313,4.42,4.61,4.27,4.48,4.41,0.07,1.5873,179758.33,80392.434
920021.BJ,20240314,4.41,4.49,4.29,4.33,4.48,-0.15,-3.3482,99978.84,43769.294
920021.BJ,20240315,4.3,4.58,4.29,4.48,4.33,0.15,3.4642,146590.97,65295.015
920021.BJ,20240318,4.6,4.88,4.6,4.67,4.48,0.19,4.2411,220302.44,103759.917
920021.BJ,20240319,4.65,4.8,4.53,4.54,4.67,-0.13,-2.7837,148084.4,68688.5
920021.BJ,20240320,4.47,4.72,4.47,4.67,4.54,0.13,2.8634,169491.71,79014.405
920021.BJ,20240321,4.75,5.36,4.7,5.05,4.67,0.38,8.137,463415.19,235664.267
920021.BJ,20240322,4.86,5.28,4.75,4.97,5.05,-0.08,-1.5842,357082.2,176638.036
920021.BJ,20240325,4.91,5.03,4.6,4.6,4.97,-0.37,-7.4447,204989.32,97578.241
920021.BJ,20240326,4.58,4.67,4.37,4.44,4.6,-0.16,-3.4783,139224.62,62477.729
920021.BJ,20240327,4.44,4.67,4.39,4.44,4.44,0.0,0.0,134705.59,61341.812
920021.BJ,20240328,4.41,4.74,4.41,4.66,4.44,0.22,4.955,220064.05,101719.507
920021.BJ,20240329,4.59,4.66,4.51,4.53,4.66,-0.13,-2.7897,142694.72,65152.562
920021.BJ,20240401,4.51,4.61,4.46,4.5,4.53,-0.03,-0.6623,124226.39,56143.443
920021.BJ,20240402,4.51,4.55,4.33,4.35,4.5,-0.15,-3.3333,122191.41,53860.36
920021.BJ,20240403,4.33,4.41,4.18,4.19,4.35,-0.16,-3.6782,97629.04,41692.592
920021.BJ,20240408,4.15,4.18,3.91,3.93,4.19,-0.26,-6.2053,107194.84,43028.487
920021.BJ,20240409,3.93,4.07,3.9,4.06,3.93,0.13,3.3079,61140.85,24542.207
920021.BJ,20240410,4.05,4.34,4.01,4.22,4.06,0.16,3.9409,137099.85,57851.82
920021.BJ,20240411,4.15,4.38,4.13,4.19,4.22,-0.03,-0.7109,114032.26,48683.477
920021.BJ,20240412,4.15,4.2,4.0,4.0,4.19,-0.19,-4.5346,101890.41,41402.27
920021.BJ,20240415,4.05,4.08,3.78,3.95,4.0,-0.05,-1.25,80911.87,31860.198
920021.BJ,20240416,3.9,3.96,3.5,3.51,3.95,-0.44,-11.1392,94546.56,34779.472
920021.BJ,20240417,3.58,3.97,3.57,3.84,3.51,0.33,9.4017,107694.3,40803.193
920021.BJ,20240418,3.84,3.97,3.76,3.84,3.84,0.0,0.0,88164.76,34193.807
920021.BJ,20240419,3.78,3.85,3.71,3.77,3.84,-0.07,-1.8229,74191.06,27916.108
920021.BJ,20240422,3.77,3.83,3.7,3.75,3.77,-0.02,-0.5305,46375.24,17421.088
920021.BJ,20240423,3.73,3.88,3.73,3.85,3.75,0.1,2.6667,67971.77,26017.918
920021.BJ,20240424,3.85,4.09,3.8,3.95,3.85,0.1,2.5974,114766.57,45188.335
920021.BJ,20240425,3.83,3.93,3.81,3.82,3.95,-0.13,-3.2911,78783.79,30425.988
920021.BJ,20240426,3.81,3.9,3.79,3.84,3.82,0.02,0.5236,61836.38,23814.768
