ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920978.BJ,20240102,15.98,16.63,15.81,16.18,15.94,0.24,1.5056,79692.58,128778.897
920978.BJ,20240103,16.13,16.35,15.67,16.18,16.18,0.0,0.0,51764.18,82501.385
920978.BJ,20240104,16.18,16.18,15.6,15.78,16.18,-0.4,-2.4722,40008.03,63274.729
920978.BJ,20240105,15.9,15.99,14.31,14.47,15.78,-1.31,-8.3016,69806.67,104564.235
920978.BJ,20240108,14.13,14.7,13.3,13.36,14.47,-1.11,-7.671,47782.24,66262.388
920978.BJ,20240109,13.45,13.78,12.21,12.95,13.36,-0.41,-3.0689,41799.82,54192.234
920978.BJ,20240110,12.85,13.3,12.38,13.11,12.95,0.16,1.2355,32788.78,42403.401
920978.BJ,20240111,13.0,13.25,12.73,13.0,13.11,-0.11,-0.8391,27748.61,35990.927
920978.BJ,20240112,13.0,13.0,11.68,11.8,13.0,-1.2,-9.2308,50021.71,61199.818
920978.BJ,20240115,11.36,11.86,11.03,11.3,11.8,-0.5,-4.2373,35004.14,39968.168
920978.BJ,20240116,11.4,12.3,11.0,12.27,11.3,0.97,8.5841,53746.43,63091.269
920978.BJ,20240117,12.09,12.68,11.88,11.9,12.27,-0.37,-3.0155,44590.5,54837.603
920978.BJ,20240118,11.69,12.88,11.55,12.73,11.9,0.83,6.9748,50300.2,61666.537
920978.BJ,20240119,12.71,13.31,12.6,13.05,12.73,0.32,2.5137,43707.32,56920.828
920978.BJ,20240122,13.05,13.37,12.25,12.6,13.05,-0.45,-3.4483,44582.42,57485.225
920978.BJ,20240123,12.51,12.9,12.4,12.65,12.6,0.05,0.3968,24823.38,31372.485
920978.BJ,20240124,12.8,12.83,11.77,12.38,12.65,-0.27,-2.1344,29553.16,36030.59
920978.BJ,20240125,12.15,12.35,11.6,11.93,12.38,-0.45,-3.6349,26401.99,31790.175
920978.BJ,20240126,12.15,12.88,11.95,12.25,11.93,0.32,2.6823,45170.68,56377.068
920978.BJ,20240129,12.29,12.35,11.06,11.1,12.25,-1.15,-9.3878,32052.96,37050.436
920978.BJ,20240130,11.1,11.42,10.42,10.7,11.1,-0.4,-3.6036,32682.99,35576.969
920978.BJ,20240131,10.69,11.05,10.64,10.78,10.7,0.08,0.7477,22122.91,23984.024
920978.BJ,20240201,10.66,10.87,10.0,10.1,10.78,-0.68,-6.308,25997.46,26893.21
920978.BJ,20240202,10.1,10.35,9.27,9.56,10.1,-0.54,-5.3465,36954.86,36201.51
920978.BJ,20240205,9.48,11.22,8.91,10.31,9.56,0.75,7.8452,69469.34,69820.953
920978.BJ,20240206,10.25,11.88,10.21,11.85,10.31,1.54,14.937,73347.79,81955.889
920978.BJ,20240207,11.71,12.45,11.11,11.46,11.85,-0.39,-3.2911,58618.18,69751.674
920978.BJ,20240208,11.35,12.01,10.5,11.68,11.46,0.22,1.9197,48930.13,55157.169
920978.BJ,20240219,11.7,12.23,11.38,11.86,11.68,0.18,1.5411,33109.99,39139.382
920978.BJ,20240220,11.9,12.16,11.35,11.9,11.86,0.04,0.3373,29719.03,35173.896
920978.BJ,20240221,11.8,12.47,11.69,11.94,11.9,0.04,0.3361,42077.99,51284.265
920978.BJ,20240222,11.72,11.98,11.5,11.8,11.94,-0.14,-1.1725,37470.06,43809.72
920978.BJ,20240223,11.91,11.92,11.22,11.5,11.8,-0.3,-2.5424,29203.41,33542.516
920978.BJ,20240226,11.6,11.84,11.23,11.55,11.5,0.05,0.4348,31235.15,36335.163
920978.BJ,20240227,11.95,12.48,11.6,12.33,11.55,0.78,6.7532,59227.49,72368.079
920978.BJ,20240228,12.35,12.98,11.6,11.7,12.33,-0.63,-5.1095,51553.06,63621.546
920978.BJ,20240229,11.62,12.04,11.53,12.02,11.7,0.32,2.735,32761.41,38742.9
920978.BJ,20240301,12.11,12.14,11.71,11.92,12.02,-0.1,-0.8319,26039.35,30966.13
920978.BJ,20240304,11.9,11.95,11.3,11.36,11.92,-0.56,-4.698,30536.31,35093.239
920978.BJ,20240305,11.18,11.26,10.71,10.82,11.36,-0.54,-4.7535,28510.25,31082.929
920978.BJ,20240306,10.81,11.17,10.81,11.01,10.82,0.19,1.756,14475.89,15955.316
920978.BJ,20240307,11.12,11.12,10.53,10.58,11.01,-0.43,-3.9055,17798.43,19300.722
920978.BJ,20240308,10.67,10.75,10.52,10.71,10.58,0.13,1.2287,9158.98,9729.894
920978.BJ,20240311,10.58,10.91,10.58,10.86,10.71,0.15,1.4006,10454.5,11289.234
920978.BJ,20240312,11.0,11.26,10.87,11.04,10.86,0.18,1.6575,21119.73,23442.613
