ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603297.SH,20240102,99.13,100.2,96.8,96.83,99.35,-2.52,-2.5365,5916.77,58122.453
603297.SH,20240103,96.47,96.47,91.0,91.2,96.83,-5.63,-5.8143,12666.89,117616.289
603297.SH,20240104,91.0,93.89,89.64,92.4,91.2,1.2,1.3158,9181.62,84774.601
603297.SH,20240105,90.7,93.47,90.0,90.66,92.4,-1.74,-1.8831,5664.74,51567.532
603297.SH,20240108,90.0,90.66,87.67,87.86,90.66,-2.8,-3.0885,10035.02,89108.082
603297.SH,20240109,87.91,89.53,86.47,87.22,87.86,-0.64,-0.7284,5358.03,47058.717
603297.SH,20240110,87.22,87.25,84.3,84.5,87.22,-2.72,-3.1186,9433.58,80422.89
603297.SH,20240111,84.3,85.82,82.5,85.8,84.5,1.3,1.5385,8570.18,72367.121
603297.SH,20240112,86.0,86.7,85.0,85.4,85.8,-0.4,-0.4662,5442.0,46678.283
603297.SH,20240115,84.58,86.81,84.18,85.19,85.4,-0.21,-0.2459,3895.0,33369.591
603297.SH,20240116,85.2,85.63,83.18,83.99,85.19,-1.2,-1.4086,4572.42,38427.996
603297.SH,20240117,84.2,84.42,81.38,81.49,83.99,-2.5,-2.9765,8269.75,68108.973
603297.SH,20240118,80.82,82.94,78.94,82.5,81.49,1.01,1.2394,10436.25,83982.334
603297.SH,20240119,82.4,86.58,82.4,83.8,82.5,1.3,1.5758,12279.78,104056.444
603297.SH,20240122,83.89,84.63,78.64,79.52,83.8,-4.28,-5.1074,12614.44,102386.621
603297.SH,20240123,79.96,80.12,77.5,79.36,79.52,-0.16,-0.2012,9792.75,77123.613
603297.SH,20240124,79.45,80.8,76.01,78.92,79.36,-0.44,-0.5544,9222.08,71852.358
603297.SH,20240125,78.99,83.26,78.0,81.98,78.92,3.06,3.8773,7611.14,61655.888
603297.SH,20240126,81.61,81.75,77.82,78.24,81.98,-3.74,-4.5621,10103.0,80023.354
603297.SH,20240129,78.5,79.25,74.01,74.3,78.24,-3.94,-5.0358,10684.79,80535.748
603297.SH,20240130,74.39,75.85,72.51,73.08,74.3,-1.22,-1.642,7215.86,53591.4
603297.SH,20240131,72.0,72.92,69.21,69.24,73.08,-3.84,-5.2545,9664.98,68395.66
603297.SH,20240201,70.15,70.47,66.8,68.75,69.24,-0.49,-0.7077,9597.4,65902.259
603297.SH,20240202,69.0,69.67,62.42,65.15,68.75,-3.6,-5.2364,11234.3,73825.85
603297.SH,20240205,64.6,64.6,58.64,59.98,65.15,-5.17,-7.9355,17311.05,105666.649
603297.SH,20240206,60.0,65.98,58.36,65.98,59.98,6.0,10.0033,14060.99,88971.521
603297.SH,20240207,67.03,72.5,66.59,69.92,65.98,3.94,5.9715,18552.7,130914.765
603297.SH,20240208,70.0,73.99,70.0,73.16,69.92,3.24,4.6339,15213.32,110577.4
603297.SH,20240219,73.77,73.99,70.64,71.64,73.16,-1.52,-2.0776,12264.24,88083.242
603297.SH,20240220,71.04,72.17,70.4,71.5,71.64,-0.14,-0.1954,10133.93,72053.586
603297.SH,20240221,71.5,74.88,70.15,72.45,71.5,0.95,1.3287,9914.8,72436.959
603297.SH,20240222,72.69,74.2,72.22,73.92,72.45,1.47,2.029,8656.67,63659.68
603297.SH,20240223,73.77,75.0,72.9,74.91,73.92,0.99,1.3393,8886.23,65750.29
603297.SH,20240226,75.06,77.93,74.23,76.03,74.91,1.12,1.4951,8033.91,61034.0
603297.SH,20240227,76.2,79.99,75.2,79.45,76.03,3.42,4.4982,9792.09,76154.095
603297.SH,20240228,79.45,80.49,73.95,73.98,79.45,-5.47,-6.8848,12842.1,99146.268
603297.SH,20240229,73.68,77.25,73.2,77.25,73.98,3.27,4.4201,12213.5,93364.767
603297.SH,20240301,77.5,78.12,75.36,77.15,77.25,-0.1,-0.1294,12922.37,99167.459
603297.SH,20240304,78.7,79.0,75.27,76.86,77.15,-0.29,-0.3759,8044.85,61615.196
603297.SH,20240305,76.34,76.86,74.8,76.06,76.86,-0.8,-1.0409,6290.81,47752.481
603297.SH,20240306,75.2,76.1,73.65,74.99,76.06,-1.07,-1.4068,8082.54,60463.218
603297.SH,20240307,75.18,76.66,74.38,74.9,74.99,-0.09,-0.12,7351.33,55515.393
603297.SH,20240308,74.37,75.08,73.23,74.75,74.9,-0.15,-0.2003,7282.42,54052.347
603297.SH,20240311,74.47,75.21,73.6,75.19,74.75,0.44,0.5886,6274.84,46784.868
603297.SH,20240312,75.12,79.85,75.12,79.85,75.19,4.66,6.1976,23051.72,180795.726
603297.SH,20240313,79.87,81.2,79.13,80.49,79.85,0.64,0.8015,11349.04,90848.213
603297.SH,20240314,81.0,82.88,77.81,78.8,80.49,-1.69,-2.0996,11690.04,93421.3
603297.SH,20240315,78.37,82.2,77.85,81.76,78.8,2.96,3.7563,14942.26,120302.408
603297.SH,20240318,82.2,82.9,80.6,82.55,81.76,0.79,0.9662,10016.14,81897.111
603297.SH,20240319,82.02,82.85,81.2,82.26,82.55,-0.29,-0.3513,9081.94,74589.099
603297.SH,20240320,82.34,83.0,80.6,81.4,82.26,-0.86,-1.0455,7874.78,64202.351
603297.SH,20240321,81.0,82.35,80.8,81.76,81.4,0.36,0.4423,7724.43,63013.3
603297.SH,20240322,81.0,81.84,80.41,81.0,81.76,-0.76,-0.9295,6395.79,51813.861
603297.SH,20240325,80.51,81.46,79.49,79.63,81.0,-1.37,-1.6914,7633.55,61464.694
603297.SH,20240326,79.57,81.8,79.35,80.02,79.63,0.39,0.4898,6441.31,51714.268
603297.SH,20240327,80.08,83.31,78.55,80.72,80.02,0.7,0.8748,9853.64,79627.304
603297.SH,20240328,80.13,81.99,79.3,80.75,80.72,0.03,0.0372,7098.45,57345.679
603297.SH,20240329,83.0,83.45,79.18,80.21,80.75,-0.54,-0.6687,9940.42,80830.086
603297.SH,20240401,80.15,84.09,80.08,82.8,80.21,2.59,3.229,11988.8,98510.179
603297.SH,20240402,82.78,83.82,81.51,82.9,82.8,0.1,0.1208,5934.38,49008.857
603297.SH,20240403,82.9,82.99,80.23,80.76,82.9,-2.14,-2.5814,6813.22,55221.559
603297.SH,20240408,80.8,83.5,79.34,80.13,80.76,-0.63,-0.7801,16005.18,130390.618
603297.SH,20240409,79.74,81.9,78.98,81.19,80.13,1.06,1.3229,7597.91,61173.294
603297.SH,20240410,81.1,81.8,80.2,80.44,81.19,-0.75,-0.9238,5536.01,44816.525
603297.SH,20240411,80.0,80.61,76.03,77.5,80.44,-2.94,-3.6549,19138.38,149983.329
603297.SH,20240412,77.98,79.3,76.6,76.87,77.5,-0.63,-0.8129,13348.27,103537.029
603297.SH,20240415,76.87,78.0,73.91,74.73,76.87,-2.14,-2.7839,12235.2,92355.142
603297.SH,20240416,73.22,74.99,69.29,69.6,74.73,-5.13,-6.8647,14939.73,106616.09
603297.SH,20240417,71.0,73.8,70.1,72.65,69.6,3.05,4.3822,11318.27,81979.373
603297.SH,20240418,72.23,72.81,70.27,71.6,72.65,-1.05,-1.4453,8012.49,57531.195
603297.SH,20240419,71.61,71.61,67.0,68.88,71.6,-2.72,-3.7989,12034.97,83091.941
603297.SH,20240422,68.0,70.3,66.16,69.09,68.88,0.21,0.3049,9366.15,64122.239
603297.SH,20240423,69.09,69.93,68.02,68.83,69.09,-0.26,-0.3763,5673.71,38978.361
603297.SH,20240424,69.06,71.55,68.54,71.5,68.83,2.67,3.8791,8835.2,62362.261
603297.SH,20240425,71.5,71.5,70.08,70.25,71.5,-1.25,-1.7483,5194.55,36682.064
603297.SH,20240426,70.25,74.2,70.1,72.96,70.25,2.71,3.8577,9432.4,68550.602
603297.SH,20240429,71.87,74.99,71.87,74.35,72.96,1.39,1.9052,11042.09,81709.08
603297.SH,20240430,74.9,74.9,73.5,73.68,74.35,-0.67,-0.9011,7160.39,53135.17
603297.SH,20240506,75.25,77.87,74.9,75.4,73.68,1.72,2.3344,14700.75,112079.97
603297.SH,20240507,74.7,76.08,74.5,75.18,75.4,-0.22,-0.2918,8165.0,61464.912
603297.SH,20240508,76.46,79.79,74.93,74.95,75.18,-0.23,-0.3059,14345.0,109581.937
603297.SH,20240509,76.53,78.9,75.7,77.76,74.95,2.81,3.7492,17695.33,137295.614
603297.SH,20240510,77.17,78.0,74.36,74.5,77.76,-3.26,-4.1924,11858.0,89374.438
603297.SH,20240513,74.0,74.01,72.31,72.61,74.5,-1.89,-2.5369,6801.09,49645.012
603297.SH,20240514,72.61,74.08,72.26,72.44,72.61,-0.17,-0.2341,5022.35,36630.472
603297.SH,20240515,72.44,72.9,71.4,71.52,72.44,-0.92,-1.27,4769.73,34329.395
603297.SH,20240516,71.99,72.47,70.6,70.95,71.52,-0.57,-0.797,4669.38,33329.49
603297.SH,20240517,71.5,71.7,70.34,71.35,70.95,0.4,0.5638,4712.88,33547.939
603297.SH,20240520,72.45,73.23,71.2,71.49,71.35,0.14,0.1962,7672.89,55286.837
603297.SH,20240521,71.49,71.5,69.41,69.73,71.49,-1.76,-2.4619,9746.0,68200.602
603297.SH,20240522,70.22,70.94,69.5,70.8,69.73,1.07,1.5345,5474.39,38435.077
603297.SH,20240523,70.48,70.5,68.91,69.09,70.8,-1.71,-2.4153,6731.05,46706.825
603297.SH,20240524,69.11,69.23,67.06,67.1,69.09,-1.99,-2.8803,8307.0,56320.283
603297.SH,20240527,67.2,67.98,65.07,67.52,67.1,0.42,0.6259,9214.0,61019.418
603297.SH,20240528,67.99,68.55,66.72,66.77,67.52,-0.75,-1.1108,5054.0,34045.089
603297.SH,20240529,66.71,67.7,66.67,67.01,66.77,0.24,0.3594,4112.16,27648.785
