ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920509.BJ,20240102,11.55,12.05,11.29,11.98,11.98,0.0,0.0,58844.71,69008.236
920509.BJ,20240103,11.69,11.96,11.25,11.36,11.98,-0.62,-5.1753,35475.49,40945.994
920509.BJ,20240104,11.54,12.89,11.37,12.03,11.36,0.67,5.8979,66002.38,80057.686
920509.BJ,20240105,11.71,12.57,11.1,11.28,12.03,-0.75,-6.2344,57047.68,67650.907
920509.BJ,20240108,11.1,11.43,10.13,10.19,11.28,-1.09,-9.6631,45559.17,48449.481
920509.BJ,20240109,10.01,10.3,9.1,9.8,10.19,-0.39,-3.8273,42668.5,41513.594
920509.BJ,20240110,9.78,10.19,9.51,9.98,9.8,0.18,1.8367,25838.55,25583.777
920509.BJ,20240111,9.98,10.14,9.65,10.0,9.98,0.02,0.2004,22960.43,22790.633
920509.BJ,20240112,9.92,10.09,8.95,9.0,10.0,-1.0,-10.0,27559.34,25801.949
920509.BJ,20240115,8.76,9.05,8.11,8.22,9.0,-0.78,-8.6667,23739.71,20208.31
920509.BJ,20240116,8.14,8.99,7.89,8.97,8.22,0.75,9.1241,28073.11,23757.77
920509.BJ,20240117,8.79,9.15,8.55,8.59,8.97,-0.38,-4.2363,28504.32,25396.404
920509.BJ,20240118,8.66,8.95,8.33,8.88,8.59,0.29,3.376,22773.67,19737.761
920509.BJ,20240119,8.88,9.27,8.82,9.23,8.88,0.35,3.9414,23926.21,21776.883
920509.BJ,20240122,8.92,9.35,8.63,8.76,9.23,-0.47,-5.0921,20093.98,18187.166
920509.BJ,20240123,8.75,8.95,8.62,8.88,8.76,0.12,1.3699,11880.86,10456.74
920509.BJ,20240124,9.08,9.61,8.95,9.36,8.88,0.48,5.4054,30133.1,27903.575
920509.BJ,20240125,9.25,9.29,8.79,9.1,9.36,-0.26,-2.7778,24742.18,22480.378
920509.BJ,20240126,8.87,9.15,8.83,8.84,9.1,-0.26,-2.8571,11424.47,10238.459
920509.BJ,20240129,8.86,8.87,7.95,7.95,8.84,-0.89,-10.0679,15841.2,13114.006
920509.BJ,20240130,7.9,8.15,7.68,7.8,7.95,-0.15,-1.8868,9662.24,7587.469
920509.BJ,20240131,7.87,8.0,7.75,7.83,7.8,0.03,0.3846,10127.14,7979.732
920509.BJ,20240201,7.76,7.78,7.17,7.39,7.83,-0.44,-5.6194,10785.57,8079.13
920509.BJ,20240202,7.36,7.46,6.7,7.19,7.39,-0.2,-2.7064,18033.92,12646.213
920509.BJ,20240205,7.13,7.37,6.57,6.96,7.19,-0.23,-3.1989,7585.79,5256.111
920509.BJ,20240206,7.02,8.58,6.85,8.45,6.96,1.49,21.408,25798.23,20402.402
920509.BJ,20240207,8.1,9.45,8.1,8.26,8.45,-0.19,-2.2485,23267.63,20497.953
920509.BJ,20240208,8.19,8.48,7.68,8.31,8.26,0.05,0.6053,10997.52,8861.716
920509.BJ,20240219,8.35,8.8,8.26,8.61,8.31,0.3,3.6101,9578.39,8159.612
920509.BJ,20240220,8.54,8.85,8.36,8.8,8.61,0.19,2.2067,10044.32,8768.2
920509.BJ,20240221,8.85,9.4,8.57,9.0,8.8,0.2,2.2727,17659.04,15862.464
920509.BJ,20240222,8.85,9.1,8.72,8.88,9.0,-0.12,-1.3333,11264.6,10029.67
920509.BJ,20240223,8.99,8.99,8.6,8.63,8.88,-0.25,-2.8153,8975.96,7809.367
920509.BJ,20240226,8.54,8.86,8.5,8.58,8.63,-0.05,-0.5794,6543.71,5674.408
920509.BJ,20240227,8.6,8.95,8.42,8.86,8.58,0.28,3.2634,11497.84,10070.682
920509.BJ,20240228,8.79,9.2,8.46,8.51,8.86,-0.35,-3.9503,15486.37,13719.813
920509.BJ,20240229,8.55,8.69,8.36,8.68,8.51,0.17,1.9976,14138.11,12077.758
920509.BJ,20240301,8.69,8.9,8.51,8.59,8.68,-0.09,-1.0369,8683.03,7523.951
